"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Mar 13 08:15:23 GMT 2023","Mon Mar 13 08:15:33 GMT 2023","9932","","My First Test","","","","Register",""
"passed","Mon Mar 13 08:15:51 GMT 2023","Mon Mar 13 08:16:03 GMT 2023","12443","","My First Test","","","","Add to cart",""
"passed","Mon Mar 13 08:15:33 GMT 2023","Mon Mar 13 08:15:36 GMT 2023","2992","","My First Test","","","","Login",""
