"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 14 09:17:24 GMT 2023","Tue Mar 14 09:17:38 GMT 2023","14097","","My First Test","","","","Add to cart",""
"failed","Tue Mar 14 09:16:54 GMT 2023","Tue Mar 14 09:17:04 GMT 2023","10158","","My First Test","","","","Register",""
"passed","Tue Mar 14 09:17:04 GMT 2023","Tue Mar 14 09:17:07 GMT 2023","3182","","My First Test","","","","Login",""
