"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 13 15:54:46 GMT 2023","Mon Mar 13 15:54:57 GMT 2023","11165","","My First Test","","","","Add to cart",""
"passed","Mon Mar 13 15:54:31 GMT 2023","Mon Mar 13 15:54:34 GMT 2023","2897","","My First Test","","","","Login",""
"failed","Mon Mar 13 15:54:21 GMT 2023","Mon Mar 13 15:54:31 GMT 2023","9364","","My First Test","","","","Register",""
