"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 13 15:43:58 GMT 2023","Mon Mar 13 15:44:09 GMT 2023","10582","","My First Test","","","","Add to cart",""
"passed","Mon Mar 13 15:43:45 GMT 2023","Mon Mar 13 15:43:47 GMT 2023","2417","","My First Test","","","","Login",""
"passed","Mon Mar 13 15:43:39 GMT 2023","Mon Mar 13 15:43:45 GMT 2023","5520","","My First Test","","","","Register",""
