"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 13 15:12:31 GMT 2023","Mon Mar 13 15:12:33 GMT 2023","2376","","My First Test","","","","Login",""
"passed","Mon Mar 13 15:12:44 GMT 2023","Mon Mar 13 15:12:56 GMT 2023","11347","","My First Test","","","","Add to cart",""
"failed","Mon Mar 13 15:12:21 GMT 2023","Mon Mar 13 15:12:31 GMT 2023","9094","","My First Test","","","","Register",""
