"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 13 15:30:58 GMT 2023","Mon Mar 13 15:31:00 GMT 2023","2440","","My First Test","","","","Login",""
"failed","Mon Mar 13 15:30:49 GMT 2023","Mon Mar 13 15:30:58 GMT 2023","9154","","My First Test","","","","Register",""
"passed","Mon Mar 13 15:31:12 GMT 2023","Mon Mar 13 15:31:23 GMT 2023","10909","","My First Test","","","","Add to cart",""
