"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 14 09:35:29 GMT 2023","Tue Mar 14 09:35:32 GMT 2023","2456","","My First Test","","","","Login",""
"failed","Tue Mar 14 09:35:20 GMT 2023","Tue Mar 14 09:35:29 GMT 2023","9596","","My First Test","","","","Register",""
"passed","Tue Mar 14 09:35:45 GMT 2023","Tue Mar 14 09:35:55 GMT 2023","10613","","My First Test","","","","Add to cart",""
